full_name,age
"Joseph Smith",8
"Lynn Brown",4
"Fred Smith",6
"Brandon Mason",2
"Kevin Vasquez",6
"Camilla Baroffio-Nadi",0
"Mrs. Vanessa Wilson MD",5
"Mr. John Brown",10
"Puccio Spadafora",2
"Angel Williams",6
"Ivan Solari-Gregorio",4
"Dott. Dante Vespa",3
"Cipriano Rosiello",8
"Nathaniel Hunter",9
"Destiny Newman",5
"Andre Meyers",2
"Maria Favata",5
"Richard Norman",1
"Ida Palmisano",1
"Kelly Singleton",7
"Erica Garcia",2
"Alexis Reyes",10
"Giacinto Trincavelli",9
"Kevin Atkins",10
"Dott. Lucio Asprucci",2
"Christopher Snow",5
"Philip Mayo",7
"Salvi Maderno-Catalano",7
"David Clark",2
"Roberta Pedersoli-Beccaria",1
"Patrizia Torricelli",6
"Pierluigi Grassi",9
"Terry Ford",2
"Roman Grimani",4
"Hailey Fisher",0
"Tami Knight",8
"Gavin Dennis",8
"Molly Beck",5
"Telemaco Curatoli",3
"Jason Franklin",7
"Michelle Baker",2
"Zaira Pacillo",3
"Gioele Tozzo",6
"Robert Thomas",8
"Filippa Zaguri",8
"Laura Arroyo",1
"Michael Levy",5
"Taylor Foster",4
"Salvi Greco",6
"Crystal Gill",9
"Emma Interiano",8
"Carol Rogers",1
"Kathryn Edwards",10
"Biagio Trombetta",3
"Dr. Michael Murray",9
"Rodolfo Rubbia",2
"Victoria Gardner",8
"Stefani Saraceno-Dallapé",8
"Salvatore Togliatti",6
"Brittany Larsen",6
"Amy Hall",1
"Sig. Baldassare Soderini",7
"Kimberly Bartlett",2
"Janice Barry",6
"James Harding",3
"Teresa Buonauro-Gentileschi",9
"Paul Gray",10
"Lorenzo Turati",0
"Donatello Versace-Cafarchia",9
"Billy Wilson",10
"Guarino Padovano",2
"Raffaella Canali",1
"Timothy Montgomery",2
"Sig.ra Antonella Majorana",1
"Cheryl Pierce",7
"Leonard Sullivan",5
"Camilla Chiappetta",10
"Jason King",0
"Steven Williams",2
"Rosario Gozzano-Pergolesi",4
"Sharon James",4
"Deanna Forbes",8
"Fiamma Rocca",1
"Shannon Young",0
"Giovanna Greggio",9
"Samantha Quinn",4
"Grant Nelson",5
"Amico Scalfaro",0
"Barbara Montalti",1
"Dott. Veronica Cappelli",1
"Thomas Brown",0
"Ashley Brown",7
"Lisa Larsen",6
"Debra Morgan",3
"Sig.ra Martina Trillini",9
"Sheri Werner",0
"Dott. Silvia Giammusso",9
"Crystal Lester",10
"Letizia Legnante",0
"Michael Holder",5
"Sig. Puccio Spadafora",7
"Carolyn Williams",9
"Francesco Caboto",2
"Sig.ra Concetta Grossi",5
"Peter Guerra MD",5
"Jeffrey Murphy",9
"Brian Cuevas",10
"Garrett Tate",3
"Marco Stucchi",1
"Sarah Hernandez",10
"Ashley Houston",8
"Matthew Fischer",7
"Patrick Daniel",9
"Berenice Onio",2
"Eraldo Santi",4
"Steven Fisher",1
"Sig.ra Loretta Govoni",2
"Gianluigi Bernardi",4
"Jeffery Garcia",7
"Giulietta Ferrazzi",8
"Jennifer Welch",3
"Jason Mendez",5
"Simone Alboni",5
"Krista Sandoval",10
"Dr. Kenneth Harris MD",7
"Erica Harris",5
"Patrick Fitzgerald",0
"Vittoria Leblanc",6
"Dott. Annetta Cortese",4
"Goffredo Calarco",7
"Luigina Grossi",9
"Giacinto Schicchi",2
"Ethan Gray",6
"Eliana Rastelli",8
"Ashley Mcguire",2
"Adam Johnson",6
"Jennifer Holmes",6
"Robert Brown",10
"Mary Walker",7
"Silvia Tosi",10
"Anthony Sanchez PhD",7
"Arnaldo Calvo",3
"Ian Williams",0
"Sean Miller",6
"Paulina Niscoromni",3
"Nanni Bossi",8
"Grant Williams",9
"Goffredo Doria",7
"Piergiorgio Toninelli",1
"Adelmo Bottigliero",8
"Janet Edwards",2
"Dott. Fabia Bottigliero",3
"Brian Jackson",6
"Elvira Caracciolo-Castioni",1
"Irma Cadorna",8
"Miss Victoria Thompson DDS",6
"Dylan Cook",0
"Carmelo Iadanza",3
"Donna Tanzini",1
"Travis Khan",4
"Amy Bennett",9
"Luigina Segrè",1
"Virgilio Fabbri",4
"Deborah Mills",10
"Domenico Collodi",6
"Paloma Petralli",4
"Thomas Thomas",9
"Nicoletta Taliani",8
"Kyle Powell",4
"Alex Haas",8
"Lolita Monaco",4
"Taylor Smith",8
"Ricky Goodman",2
"April Young",2
"Patricia Pierce",3
"Fiorenzo Muratori-Renault",6
"Sig. Alessio Sokolov",9
"Tonia Roero",5
"Sig.ra Viridiana Turrini",0
"Claudia Camuccini",10
"Giosuè Ginese",2
"Alexa Lee",2
"Alessio Stefanelli",0
"Riccardo Iannelli",5
"Stephanie Williamson",8
"Giustino Mastroianni",7
"Fiamma Vianello",1
"Sig.ra Donatella Togliatti",0
"Arnulfo Marazzi",9
"Antonio Rios",9
"Sean Tanner",3
"Cesare Beccaria-Grasso",7
"Justin Walsh",8
"Matthew Wade",5
"Roman Armani",1
"Maura Ruggeri",1
"Giorgio Belletini",2
"Benedetto Bellucci",7
"Dawn Perez",8
"Darlene Larson",1
"Costanzo Morpurgo",3
"Greca Agostinelli",5
"Levi Brown",2
"Dwayne Rivera",9
"Pierangelo Tozzi-Pontecorvo",10
"Denise Castillo",10
"Martino Marini",0
"Paolo Orengo-Visintini",10
"Barbara Varano-Cesaroni",10
"Diana Pace",8
"Lodovico Petrucci",2
"Angela Young",0
"Elvira Pistoletto-Mercati",8
"Bernardo Curci",3
"Pamela Collins",6
"Robin Wilson",4
"Brittany Long",0
"Luca Bersani",5
"Alberico Tebaldi-Piazzi",4
"Carlo Mondaini",3
"Shawn Wilkinson",0
"Helen Bennett",4
"Dott. Sandra Montanari",4
"Dott. Mercedes Barillaro",0
"Ugolino Filangieri",3
"Ryan Richardson",5
"Rosaria Sollima",10
"Roy Matthews",1
"Shannon Robbins",10
"Matthew Maldonado",3
"Richard Ross",2
"Concetta Verdone",1
"Veronica Garcia",3
"Richard Price",2
"Kevin Morgan",3
"Edward Olson",1
"Luigi Rossi",1
"Erika Schmidt",4
"Laura Flores",10
"Aria Malipiero",1
"Daniele Cainero",2
"Ippazio Ceschi",2
"Dott. Giuliano Cignaroli",3
"Costantino Mascheroni",4
"Joshua Scott",5
"Sig. Nicolò Barcaccia",3
"Jolanda Morabito",9
"John Morris",2
"Elizabeth Wilkerson",4
"William Stone",9
"Latoya Fields",4
"Rachel Hale",5
"Sig.ra Licia Borgia",10
"Christopher Tapia",1
"Maria Praga-Forza",1
"Fausto Pinamonte",10
"Scott Cardenas",9
"Orazio Righi",1
"Stacey James",4
"Michael Powell",1
"Jackson Arellano",10
"Antonella Gibilisco",7
"Camillo Bosio",7
"Micheletto Fabbri",2
"Bernardo Tedesco",2
"Samuel Mendoza",2
"Linda Anderson",5
"Antonina Belletini",0
"Michael Ramirez",8
"Lamberto Tagliafierro",4
"Andrea Torres",10
"Jesse Williams",4
"Renzo Caffarelli-Zetticci",0
"Joshua Bishop",10
"Brian Hebert",0
"Serafina Druso",8
"Zaira Marini",10
"Lindsey Olson",8
"Dolores Satta",1
"Michael Jones",10
"Jesus Elliott",4
"Gianni Falloppio",3
"Renzo Barcaccia-Carli",2
"Mary Brown",6
"Sarah Martinez",0
"Tony Davis",2
"Cindy Anderson",2
"Isabella Wilson",4
"Angela Henry",5
"Adriano Morlacchi",5
"Angel Ortiz",10
"Dwayne Hancock",10
"Ludovica Cattaneo",9
"Vincenzo Babati",5
"Gabriela Tate",10
"Ruggero Schiavo",9
"Chiara Blasi",10
"Tatiana Boito-Comboni",5
"Tonino Lovato-Iannucci",2
"Daniele Piccinni",9
"Antonella Solari",4
"Larry Ramos",1
"Billy Clarke",5
"Patrizia Folliero",2
"Dean Hensley",3
"Alisha Young",7
"Mrs. Lisa Smith DDS",0
"Dario Michelangeli",0
"Ornella Sandi",2
"Dott. Gian Leonardi",6
"Giulietta Salieri-Zito",4
"Michael Weber",10
"Laurie Robbins",9
"Robert Bailey",7
"Sig.ra Maura Verdi",5
"Angelica Salvini",9
"Sig.ra Adele Platini",2
"Maria Ruberto",4
"Paige Andrade",6
"Luis West",1
"Melissa Lindsey",5
"Joshua Chapman",10
"Shelly Riddle",6
"Tony Gonzalez",6
"Bernardo Schiavo",9
"Aurora Omma",6
"Sean West",5
"Ninetta Vespucci",7
"Aaron Rogers",9
"Brittany Harris",9
"Michael Rubio",9
"Gastone Malatesta",6
"Ettore Pavanello",0
"James Hernandez DDS",9
"Vanessa Turner",0
"Gregory Reid",3
"Gino Iannotti",0
"Alex Weber",8
"Leonardo Garzoni-Golino",0
"Marcus Smith",2
"Romolo Niscoromni",0
"Jessica Munoz",5
"Peter Ortega",2
"Dott. Tina Pertini",8
"Zachary Gardner",6
"Ludovico Luxardo",5
"Manuel Villarreal",7
"Orlando Giannelli-Volterra",3
"Lucio Pagnotto",1
"Kimberly Smith",5
"Nicoletta Cociarelli",3
"Megan Williams",2
"Theodore Herrera",4
"Danielle Sanchez",6
"Fredo Barracco-Garrone",4
"Jason Parks",3
"Mrs. Brittney Wong",7
"Kimberly Kelly",6
"Giovanna Crespi",7
"Amalia Metella",5
"Sig. Nicola Mogherini",6
"Kylie Mendoza",7
"Massimiliano Golino",0
"Justin Coffey",1
"Denise Richards",10
"Elisa Paruta-Ortese",6
"Pasquale Gaito",1
"Gloria Sabbatini-Tozzi",6
"Paola Bompiani",5
"Carla Giacometti",2
"Nicole Miranda",5
"Germana Ficino",7
"Maria Sabbatini",8
"Clinton Wilkins",6
"Giovanna Luna",8
"Patrizia Bragaglia",6
"Anita Caboto-Parmitano",4
"Gary Burns",10
"Geronimo Necci",3
"Deanna Zimmerman",9
"Penny Holt",5
"Angela Ross",7
"Carla Nunez",2
"Michael Banks",8
"Dott. Guido Columbo",4
"Gioffre Perozzo",7
"Renee Carroll",7
"Marissa Morton",10
"Dott. Lucrezia Cadorna",0
"Lauretta Sagese-Barzini",9
"Antonia Monti",10
"Diana Blasi",8
"Ludovico Mazzeo",4
"Fredo Nugnes",8
"Evangelista Finzi",4
"Alexis Gonzalez",10
"Morgan Lopez",8
"Jennifer Franklin",0
"Maria Gabba",9
"Dott. Graziella Mastroianni",9
"Rachel Haynes",0
"Dott. Jacopo Iannuzzi",5
"Ermenegildo Nibali",6
"Mr. Jeremy Gibson",8
"Sig. Micheletto Natta",3
"Richard Miller",1
"Letizia Rismondo",3
"Coluccio Perozzo-Gibilisco",9
"Sig. Rocco T",3
"Maureen Woods",7
"Ninetta Scarlatti",10
"Danielle Fuller",7
"Letizia Tomaselli",0
"Giuseppe Papetti",2
"Clelia Scotto",8
"Nicole Duncan",8
"Maria Zichichi",6
"Sabatino Trapani",2
"Dott. Sante Michelangeli",0
"Berenice Bosio",8
"Alexander Weber",1
"Nina Iacobucci",2
"Randy Carpenter",2
"Mrs. Cathy Mclean",8
"Amadeo Galilei-Fracci",1
"Paoletta Trincavelli-Marini",5
"Anthony Fritz",5
"Jeffery Perry",7
"Gloria Carnera",1
"Sig.ra Annunziata Panicucci",7
"Elvira Modigliani-Pergolesi",7
"Alan Navarro",9
"Silvio Gilardoni",2
"Alessandro Camicione",10
"Annalisa Casarin",6
"Camillo Monduzzi",0
"James Miles",7
"Timothy Wells",2
"Sig.ra Erika Zanzi",2
"Maria Scarpa-Zito",3
"Yvonne Collins",0
"Giovanna Busoni",8
"Eugenia Mascheroni-Botta",7
"Filippo Monicelli",0
"Daniel Wheeler",1
"Jennifer Velazquez",0
"Paula Johnson",1
"William Orozco",4
"Romolo Pedroni",4
"Dott. Federigo Rossellini",3
"Sig.ra Isabella Fittipaldi",1
"Daniel Lane",4
"Robert Burns",8
"Clelia Cavalcanti",8
"Patrizia Comeriato",1
"Romeo Giulietti",1
"Alexa Massey",9
"Allegra Interminelli",7
"Heather Young",3
"David Jones",10
"Joshua Deleon",7
"Maurizio Tonisto",1
"Mario Ludovisi-Zanazzo",10
"Cassandra Gilbert",4
"David West",9
"George Miller",4
"Sig. Orazio Tebaldi",5
"Sharon Andrade",9
"Ludovica Villarosa",1
"Dott. Alina Bianchini",7
"Andrew Myers",10
"Bryce Alvarado",2
"Angela Schroeder",0
"Alina Necci",0
"Giuseppe Barozzi",7
"Julie Haynes",5
"Torquato Telesio",10
"James Hall DVM",6
"Jeffrey Thompson",10
"Dott. Uberto Morpurgo",1
"Sonia Farnese",9
"Sherry Black",5
"Nedda Sgalambro",8
"Erika Moneta",6
"Giovanni Bignardi",6
"Michael Green",1
"Loredana Prati",9
"Dott. Pomponio Tirabassi",8
"David Evans",0
"Venancio Rocca",1
"Michelle Hodges",0
"Lidia Pirelli",5
"Tatiana Cundari",9
"Gabriella Nitto",8
"Pamela Johnson",7
"Natasha Garcia",9
"Uberto Tartaglia",6
"Meagan Kelley",0
"Arnulfo Satriani",9
"Amico Vecellio",2
"Kirk Craig",3
"Richard Powell",6
"Christopher Brooks",4
"Ippazio Treves",4
"Mrs. Kimberly Gonzales",7
"Mercedes Jones",3
"Tracy Calderon",3
"Ippazio Bergoglio",3
"Ivo Prati",3
"Sarah Ortiz",0
"Jeffrey Johnson",1
"Sarah Williams",3
"Sig. Silvio Garobbio",5
"Michael Allen",0
"Graziella Gravina",4
"Dott. Leopoldo Faggiani",6
"Jennifer Adkins",3
"John Franco",8
"Daniel Bray",2
"John Nelson",3
"Giustino Condoleo",1
"Tanya Meyer",8
"Nadia Zaccagnini",1
"Hugo Ubaldi",8
"Luca Polani",3
"Girolamo Caccianemico",6
"Roberta Williams",5
"Dr. Megan Foley",1
"Dorothy Payne",10
"Michael Harris",8
"Sig.ra Gloria Lombardo",10
"Jennifer Smith",3
"Flora Vezzali",6
"Annamaria Tornatore",2
"Luisa Zamengo",10
"Rodolfo Santi",0
"Martino Gussoni",2
"Greg Long",4
"Eva Giannini",6
"Judith Gamble",2
"Maria Jacuzzi-Zichichi",7
"Christopher Gomez",4
"Antonina Vanvitelli",6
"Lisa Powell",7
"Amanda Morabito",2
"Mary James",0
"Lara Longhena",2
"Jordan Moreno",1
"Clelia Garobbio",6
"Rodney Sanchez",8
"Clelia Ricolfi",1
"Vincent Welch",7
"Dionigi Soffici",10
"Stefano Tomasini",10
"Franco Gottardi-Chindamo",7
"Dott. Patrizia Pezzali",1
"Karen Joseph",8
"Dawn Hill",10
"Catherine Cunningham",7
"Brittany Oconnor",8
"Adriano Anguillara",9
"Stella Panzera",2
"Tyler Brooks",2
"Vittoria Moretti",5
"Jaime Brown",7
"Dott. Tina Mantegna",4
"Edward Shepherd",0
"Mariano Alonzi",3
"Kaitlin Hale",8
"Cassandra Benussi",8
"Laura Campbell",4
"Daniel Jenkins",9
"Rosaria Satta-Buscetta",4
"Sabrina Wiggins",1
"Dott. Griselda Lopresti",3
"Edward Santos",2
"Lindsay Cole",0
"Margaret Quinn",7
"Kevin Harmon",7
"Ramona Frescobaldi",4
"Dott. Armando Bacosi",10
"Jonathan Wright",7
"Rembrandt Paolucci",10
"Lidia Buscetta-Piovani",7
"Monica Ramirez",5
"Stephanie Berger",1
"Darren Campbell",9
"Carolina Jovinelli",5
"Lando Costanzi",9
"Shelly Barron",2
"Derrick Hess",3
"Ornella Morandini",7
"Jerry Sanchez",4
"Giorgia Ferragni",4
"Alyssa Fuller",7
"Clelia Semitecolo-Aporti",6
"Telemaco Cimarosa",3
"Samuel Tran",9
"Angelina Cuzzocrea-Gremese",3
"Mauro Monduzzi",7
"Greca Folliero",4
"Rachel Pollard",3
"Letizia Viviani",8
"Mary Jordan",4
"Melania Sismondi-Cuomo",10
"Nancy Rodriguez",6
"Christopher Brown",3
"Nina Forza",7
"Ivo Brichese",5
"Romolo Battaglia",6
"Annamaria Borsellino",10
"Stella Vecellio",10
"Sylvia Green",10
"William Hicks",3
"Steven Paul",6
"Jamie Harmon",5
"Angelo Cerquiglini",5
"Sig. Sergius Peranda",10
"Michelle Chambers",1
"Michelotto Germano-Garozzo",0
"Martino Desio",9
"Brittany Davis",2
"Luis Williams",2
"Cristina Sabatini",6
"Irma Canevascini-Germano",9
"Mrs. Nicole Lopez",10
"Virgilio Gucci",5
"Napoleone Federico",0
"Roberto Sbarbaro-Terragni",8
"Severino Zito-Cagnotto",0
"Sig.ra Vittoria Cossiga",6
"Kelly Fleming",2
"Calvin Wright",2
"Bernardo Balbo",8
"Stephanie Adkins",8
"Kyle Montgomery",1
"Robert Jacobs",5
"Filippo Piane-Bajamonti",2
"Flavia Carullo",3
"Joshua Rodriguez",5
"Sig. Vittorio Mazzocchi",6
"Michael Lee",10
"Molly Owen",6
"Sig.ra Rita Pastine",5
"Emma Chinnici",10
"Steven Taylor",0
"Peter Porter",2
"Stephanie Johnson",6
"Harold Ingram",2
"Diana Luria",1
"Blake Lara",2
"Sergius Rusticucci",5
"Stefani Fogazzaro",5
"Miss Alicia Hawkins PhD",9
"Antonino Mancini",4
"Pamela Matthews",1
"Michelle Alexander",4
"Dina Parmitano",0
"Gino Ziani",1
"Gaspare Mercantini",6
"Jacob Alexander",4
"Paloma Druso-Muti",0
"Amy Buchanan",10
"Melissa Colletti",6
"Stephanie Reeves",8
"James Hernandez",3
"Brandon Simmons",3
"Amico Trentini",4
"Pina Jacuzzi",0
"Tiziana Pavarotti",9
"Sierra Johnson",10
"Mary Leonard",6
"Valerie Bush",10
"Francesco Mogherini",7
"Corrado Rizzo-Curatoli",2
"Gianmarco Passalacqua",2
"Lolita Gualandi",8
"Melissa Hall",2
"Thomas Jefferson",5
"Brooke Harris",4
"Sonia Moore",7
"Peter Simpson",3
"Carmelo Toso-Juvara",8
"Stephanie Morton",4
"Raymond Buchanan",7
"Eva Sauli",6
"Christine Brooks",4
"Jeffrey Garcia",10
"Concetta Pozzecco",8
"Jessica Garrett",0
"Brandy Watson",9
"Agnolo Volterra",4
"Raffaella Zampa",3
"Sig.ra Alina Nordio",8
"Evangelista Condoleo",3
"Pina Farinelli",8
"Sydney Robinson",7
"Marta Brichese-Cundari",8
"Aurora Ossani",8
"Kenneth Duncan DVM",3
"Emma Natta",0
"Milo Giannini",0
"Sandra Ferrell",4
"Elisa Segrè",7
"Fiamma Orlando",4
"Jesse Sanchez",9
"Filippa Traversa",0
"Ray Leach",2
"Germana Comboni",0
"Sophia Nitto",9
"Gianpietro Bondumier",7
"Livia Vento",4
"Rebecca Rodriguez",1
"Karen Mcfarland",4
"Adrian Klein DDS",5
"Nico Dossetti",0
"Dott. Lodovico Anguillara",8
"John Richardson",0
"Justin Duran",4
"Nina Rossi",9
"Guarino Carullo",3
"Howard Abbott",7
"Mrs. Christina Garner",7
"Nicholas Wong",10
"Troy Brown",5
"Monica Pearson",1
"Joshua Dunn",5
"Giovanna Gentili",1
"Cheryl Frederick",3
"Lauren Lewis",9
"Robert Mcdonald",3
"Christina Sharp",5
"Beppe Pietrangeli-Borghese",9
"Andrea Beck",2
"Ilaria Dossi",2
"Denise Klein",1
"Paolo Trapani",4
"Elizabeth Miller",5
"Lori Jones",10
"Eugene Adams",6
"Katherine Goodwin",3
"Pamela Murray",3
"Carrie Gonzalez",8
"Tiziana Bandello",7
"Jason Garcia",3
"Baccio Mattarella",9
"Fabia Leblanc-Tutino",2
"Miranda Perez",0
"Rick Hartman",0
"Veronica Rose",5
"Gloria Bersani",8
"Dr. Karen Owens",3
"Valerio Ficino",3
"Gemma Cimini",10
"Cesare Pace-Sandi",2
"Filippa Pagnotto",6
"Mario Nadi-Gabba",6
"Gioffre Scotti",9
"Michael Morgan",2
"Annalisa Gatto",3
"Simonetta Lussu",4
"Stefanie Martin",5
"Fabrizio Tamburini",10
"Michelle Parker",1
"Claudio Donini",7
"Federica Galvani",1
"Allison Mack",8
"Dott. Ivan Bernini",5
"David Maxwell",2
"Michael Phillips",3
"Antonio Pelli",10
"Paul Duffy",2
"Rosina Bellucci",4
"Fabrizia Canali",1
"Lisa Snyder",9
"Fabrizia Bettin",6
"George Evans",5
"Victoria Jones",4
"Richard Roberts",9
"Alexis Maxwell",8
"Pasqual Filogamo",6
"Serafina Taccola",6
"David Keith",8
"Michael White",9
"Clifford Jones",1
"Sig.ra Sophia Pascarella",7
"Giorgia Stradivari",6
"Ashley Reyes",0
"Mrs. Allison Jones",0
"Gustavo Borroni-Polani",0
"Lamberto Pedrazzini",7
"Robert Howell",3
"Alessandra Boldù-Foa",7
"Gabriele Prati",1
"Amy Hubbard",9
"Michelle Beard",6
"Joshua Hall",8
"Justin Warren",4
"Ettore Nievo",4
"Vincenzo Brunello",3
"Stella Mascagni",7
"Dott. Giuseppe Fittipaldi",10
"Rosa Coardi",8
"Serena Fo-Ceci",2
"Erica Hernandez",1
"Shirley Collins",8
"Beatrice Faugno",6
"Justin Cherry",2
"Angelina Leblanc",3
"William Brown",1
"Pamela Medina",2
"Daria Gabbana",2
"Monica Morlacchi",7
"Gianni Boccioni",7
"Lilla Federico",1
"Cassidy Leach",7
"Melissa Smith",10
"Amanda Hopkins",10
"Sante Taliani",1
"Dott. Ippazio Zanazzo",5
"Erin Hill",9
"Holly Johnson",7
"Adam Petersen",10
"Kevin Rodriguez",10
"Donatella Bernardi",3
"Laura Wilson",8
"Valeria Golino-Storladi",9
"Daniele Raimondi",0
"Sig.ra Luisa Gremese",8
"Ivo Schicchi",5
"Scott Allen",8
"Camilla Mannoia",1
"Fiorino Doria-Finzi",2
"Miguel Brown",1
"Massimo Rapisardi",0
"Massimo Buscetta-Barzini",5
"David Banks",5
"Victoria Quasimodo",4
"Shawna Campbell",1
"Jack Cowan",1
"Meagan Robinson",0
"Kimberly Washington",8
"Tammy Terry",2
"Sylvia Miller",9
"Christy Thomas",6
"Coluccio Zaccagnini",4
"Beverly Williams",6
"Amanda Morabito",6
"Suzanne Torres MD",1
"Gianfranco Falier",7
"John Brown DDS",3
"Toni Marconi",4
"Alessio Interminei-Gigli",7
"Ninetta Martucci",1
"Matilda Fiorucci",1
"Anita Filangieri",4
"Geronimo Barracco-Manolesso",10
"David Hicks",5
"Dott. Gianpietro Malatesta",0
"Arsenio Gonzaga-Canetta",10
"Melissa Moore",0
"Andrea Henry",4
"Cheryl Blankenship",1
"David Wolfe",9
"Irma Piccinni-Viviani",0
"Maria Ramirez",0
"Janice Blevins",7
"Lina Frescobaldi",1
"Sean Tate",1
"Logan Adams",7
"Christopher Watkins",9
"Michael Hammond",9
"Corrado Cavalcanti",5
"Anthony Pace",8
"Nedda Calarco",7
"Brenda Hayes",1
"Fiorenzo Borroni",3
"Mikayla Frank",7
"Dennis Colon",9
"Nina Lancisi",2
"Patricia Montoya",0
"Eric Nelson",10
"Sig. Piero Zaguri",2
"Angelica Deledda-Biagi",5
"Mariana Zeffirelli",0
"Clinton Miller",3
"Pasqual Tasso",1
"Brian Hicks",6
"Courtney Finley",1
"Jose Harrison",4
"Ian Callahan",8
"Linda Davis",6
"Darryl Nelson",7
"Matthew Young",9
"Cristina Borromeo-Scotti",0
"Annunziata Giulietti-Parmitano",5
"Elisa Tartaglia",8
"Gerald Long",2
"Sig. Costantino Trapanese",5
"April Roberts",9
"Stacy Jimenez",10
"Donatella Tonisto",0
"Dott. Adriano Niggli",3
"April Werner",7
"Giuseppe Sabatini-Balla",9
"Austin Garrett",5
"Michael Burke",6
"Nadia Monaco",6
"Dina Fiorucci-Pontecorvo",0
"Raimondo Liguori",8
"Eileen Miller",5
"Amy Stark",2
"Diana Porcellato",8
"Dott. Caterina Cristoforetti",1
"Milo Gaggini",5
"Catherine Sanchez",1
"Alberto Offredi",8
"Victoria Ramirez",4
"Dott. Antonina Petrucelli",1
"Jason Brown",5
"Steven Warner",2
"Dolores Vercelloni",10
"Brad Stanton",1
"Melina Martinelli",0
"Marie Wade",3
"Amanda Dalton",6
"Samuel Costa",6
"Romana Pasolini",9
"Sylvia Brunelleschi",7
"Alessia Virgilio-Rismondo",8
"Stacy Williams",1
"Jennifer Martin",8
"Mitchell Jackson",5
"James Gibson",8
"Patrick Andrews",5
"Beppe Pastine",2
"Scott Hunter",2
"Tyrone Morales",0
"Dott. Marcella Bajardi",4
"Pier Polani",5
"Flora Puglisi-Babati",3
"Dott. Morena Bajamonti",7
"Raffaellino Ceravolo",4
"James Jefferson",6
"Daria Canova",6
"Gina Gonzalez",0
"Mary Davidson",3
"Kaitlyn Ponce",7
"Santino Borromeo-Pisani",7
"Sante Gigli",7
"Ida Broggini",0
"William Green",6
"Sig.ra Tonia Corbo",4
"Jonathan Coleman",7
"Brittany Richardson",6
"Sandra Maddox",10
"Rachel Lewis",2
"Eric Moran",0
"Melissa Cossiga",9
"Ruggiero Donarelli",7
"Pasquale Bresciani-Cutrufo",2
"Ferdinando Franceschi",9
"Ermes Berlusconi-Parri",4
"Tyler Roberts",4
"Angela Ferguson",4
"Julie Fitzgerald",9
"Kristina Griffith",0
"Eraldo Bonino",9
"Alderano Ferrante",6
"Christopher Davis",7
"Jacqueline Herrera",9
"Lidia Parisi-Sorrentino",8
"Liliana Dellucci-Bonino",7
"Sig.ra Carolina Greco",3
"Donna Mclaughlin",3
"Sig. Agnolo Caironi",5
"Bryan Bennett",4
"Nico Catalano",3
"Dionigi Paoletti",6
"Alejandro Johnson",6
"Ciro Morgagni-Soffici",8
"Daniel Meyers",1
"Carmelo Bevilacqua",4
"Dott. Mercedes Filangieri",10
"Ninetta Piccinni",0
"Kathryn Johnson",5
"Caterina Granatelli",4
"Kathryn Thompson",0
"Fabio Pederiva",1
"William Anderson",5
"Ashley Rodriguez",8
"Roger Turner",6
"Melissa Sanders",9
"Brooke Rowe",7
"Torquato Agnesi",3
"Temistocle Traversa",4
"Robert Johnson",7
"Rodney Barrett",6
"Gianpaolo Vecellio",6
"Ninetta Gritti-Contarini",10
"Monica Bianchini",7
"Rhonda Carter",6
"Marisa Staglieno-Combi",8
"Marcella Rienzo",3
"Melissa Rismondo-Giovine",9
"Dario Montessori",6
"Justin Davis",6
"Cipriano Mondadori",8
"Scott Evans",4
"Kevin Carlson",1
"Joyce Johnson",0
"Walter Hoffman",4
"Ludovico Travia",5
"Brooke Clark",7
"Letizia Coardi",2
"Chris Drake",1
"Terry Jones",4
"Edwin Thomas",5
"Jennifer Hampton",4
"Amalia Trotta",5
"Peter Duran",8
"Dott. Beppe Mortati",9
"Fausto Cocci",4
"Dott. Raimondo Marazzi",4
"Maria Beffa",7
"Vanessa Juvara-Carocci",5
"Wendy Atkins",9
"Loredana Vianello",7
"Shannon Davis DDS",0
"Nadia Tozzo",0
"Sig. Galasso Trentini",2
"Mark Henry",2
"Panfilo Alboni",6
"Gianluca Stein",0
"Giorgia Staglieno",4
"Gionata Morabito",5
"Brian Green",5
"Gary Stone",2
"Franco Monteverdi",2
"Tiffany Bond",0
"Gabriel Nielsen",10
"Mariah Miller",4
"Arnaldo Corcos",9
"Brandon Bell",0
"Michele Duffy",3
"Sig.ra Giulietta Agostini",3
"Tonia Foà",7
"Yolanda Rodriguez",3
"Carla Dovara",5
"Matthew Erickson",9
"Brandon Sullivan",5
"Randall Hall",4
"William Smith",10
"Ellen Mcgee",5
"Antonio Jordan",9
"Daniel Jones",0
"Milena Santoro",2
"Sig.ra Eleanora Ligorio",2
"April Perez",7
"Vanessa Montanari",9
"Julie Giles",9
"Greco Gregorio",10
"Kelly Harris",10
"Carla Hill",3
"Benedetto Turci-Ravaglioli",1
"Rodolfo Peano",9
"Ian Hill",7
"Melina Dossetti-Ossola",0
"Cassandra Belletini",3
"Mrs. Beverly Cohen DVM",10
"Maxwell Smith",3
"Thomas Russo",4
"Eugenia Costanzi",9
"Dott. Enrico Bonatti",6
"Kelli Johnston",3
"Tina Conte",8
"Julie Mcknight",8
"Dott. Ranieri Sandi",1
"Dott. Giuliano Valmarana",1
"Pamela Kirby",4
"Flavio Finetti",9
"Debbie Greene",5
"Giampiero Antelami",1
"Armando Camuccini",8
